service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
cf435aad-7663-4990-b381-f8e002d7c193,1,1,1,1,1,1,1,20151113,20161231
755daea2-ca79-430b-97b1-cc4d3f66cb5a,1,1,1,1,1,1,1,20151113,20161231
6c50fb4b-0b45-45c1-be83-387f7a4e4cdb,1,1,1,1,1,1,1,20151113,20161231
4bc258e3-52b2-41d7-9402-ee9eed6910f0,1,1,1,1,1,1,1,20151113,20161231
205dae1d-d1b0-49bd-8744-ccd864137f5e,1,1,1,1,1,1,1,20151113,20161231
48c6ac6e-1eb7-4717-833d-34b633b06a0b,1,1,1,1,1,1,1,20151113,20161231
820e2b85-b59d-4ad1-9630-6390e221ea33,1,1,1,1,1,1,1,20151113,20161231
4ba263fe-895f-41d9-8fa0-cf78f19d3093,1,1,1,1,1,1,1,20151113,20161231
e94f083e-d6b0-454d-ad63-bf7bd505d4d4,1,1,1,1,1,1,1,20151113,20161231
67b2c1d4-a6a8-43c2-9566-194e4eff0b7b,1,1,1,1,1,1,1,20151113,20161231
26ef1661-e283-42e1-be97-1f16642a93b2,1,1,1,1,1,1,1,20151113,20161231
dddb86a8-86db-423c-93f2-c5512b6ae389,1,1,1,1,1,1,1,20151113,20161231
efc30a30-f1c2-497d-a4f3-28a06296f66b,1,1,1,1,1,1,1,20151113,20161231
d985fd4e-6116-4bf2-b146-3b37de6a5ad7,1,1,1,1,1,1,1,20151113,20161231
2daf8411-d894-4e4b-a7b1-4bbf70fa586e,1,1,1,1,1,1,1,20151113,20161231
19b16248-fb93-4162-8459-a2b50de92689,1,1,1,1,1,1,1,20151113,20161231
94439ce0-96b2-4785-9acb-63775e2e1614,1,1,1,1,1,1,1,20151113,20161231
d48b5061-692d-4d3b-8841-b53a7ec16bdb,1,1,1,1,1,1,1,20151113,20161231
863ef977-d71b-48d7-805d-b38534725598,1,1,1,1,1,1,1,20151113,20161231
7a0ae899-6405-4a26-9b31-462cf7318cf1,1,1,1,1,1,1,1,20151113,20161231
d5b01ba1-e1d5-4917-9646-7a3cdc5979f5,1,1,1,1,1,1,1,20151113,20161231
06450f8b-761d-4ea7-8e02-71c7cfd03151,1,1,1,1,1,1,1,20151113,20161231
6f19d335-80da-4033-a9f4-8a583518af2a,1,1,1,1,1,1,1,20151113,20161231
df295865-45c9-4999-9733-da8e5676530f,1,1,1,1,1,1,1,20151113,20161231
cf9e2bd3-a7af-43e7-afb3-34d070822e22,1,1,1,1,1,1,1,20151113,20161231
063af646-b20c-4b6a-8183-5220be77bb98,1,1,1,1,1,1,1,20151113,20161231
1efc2d5b-ff43-49fc-bddd-9e52cb5fbe0d,1,1,1,1,1,1,1,20151113,20161231
28ff051d-139f-47a0-9ba5-ab826ffc369b,1,1,1,1,1,1,1,20151113,20161231
5ed974d3-9505-44fa-8aa7-66e205656589,1,1,1,1,1,1,1,20151113,20161231
85c749df-8120-49c7-995b-b264d8c4c0a6,1,1,1,1,1,1,1,20151113,20161231
972b0b52-5558-470c-8f85-9fc9da697445,1,1,1,1,1,1,1,20151113,20161231
8f7aabd4-80c9-46ff-9ca9-c99ed3cfa154,1,1,1,1,1,1,1,20151113,20161231
fb77914c-82f6-4a20-b771-dd7167659cdb,1,1,1,1,1,1,1,20151113,20161231
a0b1396d-0220-4f15-98c5-d45f8e385028,1,1,1,1,1,1,1,20151113,20161231
153af604-f9af-4812-a7af-f8b433ae2291,1,1,1,1,1,1,1,20151113,20161231
56801dcd-3a2a-473b-84c3-c921fa663839,1,1,1,1,1,1,1,20151113,20161231
9c5a0590-2ff9-424a-8d13-224ce8964c3f,1,1,1,1,1,1,1,20151113,20161231
68320f9a-e393-4a43-873a-9a0931e6c5da,1,1,1,1,1,1,1,20151113,20161231
e0e75ed9-ee95-4df9-8fa8-08a0c346b349,1,1,1,1,1,1,1,20151113,20161231
97149509-ecf7-4799-9ed7-0e4863dfced4,1,1,1,1,1,1,1,20151113,20161231
b57385bd-1d54-4249-afef-28658a171e35,1,1,1,1,1,1,1,20151113,20161231
d684b894-c043-47e6-8670-d703d2df0a0c,1,1,1,1,1,1,1,20151113,20161231
fd02e850-48c6-45d9-940f-cfa79ff2cd13,1,1,1,1,1,1,1,20151113,20161231
b6d3ca41-e02e-4dc8-9dca-d28eb9346dba,1,1,1,1,1,1,1,20151113,20161231
022cc4cb-f804-4487-bcde-4cee8f0cee59,1,1,1,1,1,1,1,20151113,20161231
34b9d36e-05c2-49ec-b816-fa7f91d0c9f1,1,1,1,1,1,1,1,20151113,20161231
021895e7-fab4-41ff-af8d-42ff74cca352,1,1,1,1,1,1,1,20151113,20161231
d19109c0-11f9-4567-86ed-59c5477ecd6a,1,1,1,1,1,1,1,20151113,20161231
db5fc90f-baa9-45f3-9e88-6b1ed1f963a3,1,1,1,1,1,1,1,20151113,20161231
c75dabca-a775-4e9e-81b8-22b7dd0b054d,1,1,1,1,1,1,1,20151113,20161231
91613eec-09b8-4acc-94d1-c7e7ca712572,1,1,1,1,1,1,1,20151113,20161231
46af4b00-2c60-4b83-892a-dc967522095a,1,1,1,1,1,1,1,20151113,20161231
447ce2b4-fd04-4331-b9d1-0fe6b9023489,1,1,1,1,1,1,1,20151113,20161231
619b46a3-886f-41bb-a919-95463c7563b8,1,1,1,1,1,1,1,20151113,20161231
1b8e81cf-faed-4ad2-bf18-1df6c07cab99,1,1,1,1,1,1,1,20151113,20161231
b121fc3c-1421-4fb9-ad56-a7e5b6b28fe9,1,1,1,1,1,1,1,20151113,20161231
f39e46c1-7d5f-4e96-8cc9-1cdbd685d607,1,1,1,1,1,1,1,20151113,20161231
d5634a3e-cec5-4359-92aa-6dd113c065a9,1,1,1,1,1,1,1,20151113,20161231
59ba397e-e174-4c09-b72f-46a4180d12ff,1,1,1,1,1,1,1,20151113,20161231
9ffe20bc-7360-4406-b0fa-7ab0a400914c,1,1,1,1,1,1,1,20151113,20161231
6ffa2f10-7852-4d9d-be09-58e456dea35a,1,1,1,1,1,1,1,20151113,20161231
e727d82c-e617-41fd-a9b5-8dab988978fb,1,1,1,1,1,1,1,20151113,20161231
45f6420a-aa45-4680-bbdb-ca065e77ac96,1,1,1,1,1,1,1,20151113,20161231
86a5bb10-ce3b-4f0b-8404-1e07e11c1c08,1,1,1,1,1,1,1,20151113,20161231
e4d26ac3-680c-4a4e-a534-0c924f06548c,1,1,1,1,1,1,1,20151113,20161231
3c922b1d-0677-4c11-bfd5-3e2593085d83,1,1,1,1,1,1,1,20151113,20161231
372cc0ad-4d5c-4ae2-ad91-a44cba3f8be1,1,1,1,1,1,1,1,20151113,20161231
49eac574-2f8f-4fae-b7c7-0abbe50ab8a6,1,1,1,1,1,1,1,20151113,20161231
cfa4ff56-ed44-4367-93f1-82d1f7e1dd2f,1,1,1,1,1,1,1,20151113,20161231
ded5b95e-f3aa-459a-bae8-4dc2482cee61,1,1,1,1,1,1,1,20151113,20161231
3878aeb0-ef1c-4b08-af09-e5befd30364c,1,1,1,1,1,1,1,20151113,20161231
71becdb7-d5a9-40f9-9316-a2e727acce79,1,1,1,1,1,1,1,20151113,20161231
8e4aa2a5-f5a2-4c9b-b352-b98b4e439e4f,1,1,1,1,1,1,1,20151113,20161231
ccd6ace6-41b3-4f37-977c-d5a7fd76af62,1,1,1,1,1,1,1,20151113,20161231
c90605dd-9400-4c7e-b0ce-131375557dc6,1,1,1,1,1,1,1,20151113,20161231
902b11ef-81dd-452c-8ad3-aa74082346cb,1,1,1,1,1,1,1,20151113,20161231
e588353b-3198-4a88-9e23-5d3982d5bb82,1,1,1,1,1,1,1,20151113,20161231
587cd61e-39de-4863-b177-01533c38dd87,1,1,1,1,1,1,1,20151113,20161231
fa1b7c55-6b07-4162-b814-0f93b55efdc5,1,1,1,1,1,1,1,20151113,20161231
388653fd-981c-4321-9db2-d1014c15a543,1,1,1,1,1,1,1,20151113,20161231
cb25d6df-505d-4aee-be55-829168be0320,1,1,1,1,1,1,1,20151113,20161231
29fd0f5c-1288-47ca-b11b-141f305950c0,1,1,1,1,1,1,1,20151113,20161231
bad8fca2-0b09-4855-b645-7aef4096e621,1,1,1,1,1,1,1,20151113,20161231
dd880ddc-7c5e-4b55-9dcb-6c22b6be39eb,1,1,1,1,1,1,1,20151113,20161231
a10d0ef0-c899-43aa-a26f-0931619dad28,1,1,1,1,1,1,1,20151113,20161231
52b26483-b82e-4f19-ae30-e0bfdffb2636,1,1,1,1,1,1,1,20151113,20161231
1a12ec2d-4359-402d-85dd-a2ca813aa27c,1,1,1,1,1,1,1,20151113,20161231
190ae463-8ae1-4e58-a30e-a47fbe96d803,1,1,1,1,1,1,1,20151113,20161231
b2ec6af3-8593-41bd-8e8f-b83e7c2cbe16,1,1,1,1,1,1,1,20151113,20161231
440b8411-be50-462c-ab43-0d6451ff269a,1,1,1,1,1,1,1,20151113,20161231
badb2674-e66c-441b-857d-c3b39eb9e076,1,1,1,1,1,1,1,20151113,20161231
a23e0d24-1608-4abf-846a-1fd173123da8,1,1,1,1,1,1,1,20151113,20161231
122bd85e-7596-4ff5-ada7-f012ba8fb1ae,1,1,1,1,1,1,1,20151113,20161231
c9572011-fc1f-4ec3-aace-c6f500ae4a56,1,1,1,1,1,1,1,20151113,20161231
6ce7224f-a3f1-4c35-a509-9c72d9ddddd3,1,1,1,1,1,1,1,20151113,20161231
0c9c875f-2c96-430f-98c5-41dd3522d0b3,1,1,1,1,1,1,1,20151113,20161231
22296a56-b35d-4b35-84c0-710d6d4ce212,1,1,1,1,1,1,1,20151113,20161231
0e62412d-d76f-4eb7-8713-2b5acc55bec5,1,1,1,1,1,1,1,20151113,20161231
b7f07974-cb13-4be3-be50-5ead73ac011a,1,1,1,1,1,1,1,20151113,20161231
70baf52c-d0e7-4dd9-9809-78d1a1ebb30e,1,1,1,1,1,1,1,20151113,20161231
a0cdd53d-ff7f-4c22-acbd-8552ed23ce1f,1,1,1,1,1,1,1,20151113,20161231
d6db43bd-c200-4bbd-81e4-7395bf396b9f,1,1,1,1,1,1,1,20151113,20161231
3ebea058-6bb5-444f-b2f2-a1b1ada9a4d1,1,1,1,1,1,1,1,20151113,20161231
7533a936-1c16-461a-8b1d-66f2148a6d65,1,1,1,1,1,1,1,20151113,20161231
b3ec02a2-158c-4a0b-b107-3ac325a1d93d,1,1,1,1,1,1,1,20151113,20161231
818a1f1c-5da6-4fc1-a502-6f307d8cb86b,1,1,1,1,1,1,1,20151113,20161231
b27ce15b-02b4-42b6-ad2a-0a3ec3e593e2,1,1,1,1,1,1,1,20151113,20161231
66845c32-9d3d-44a6-ac05-7c05395de514,1,1,1,1,1,1,1,20151113,20161231
977cad33-80d3-4b57-8179-ff184649c996,1,1,1,1,1,1,1,20151113,20161231
9da250a0-04e0-4f81-8066-813a811da882,1,1,1,1,1,1,1,20151113,20161231
caec184d-fce7-4a01-b32b-36b8fecc40c7,1,1,1,1,1,1,1,20151113,20161231
d7110615-7584-4515-92f7-c794c5eea0c2,1,1,1,1,1,1,1,20151113,20161231
e322b0c1-4abf-43a2-b723-087c4cb423b2,1,1,1,1,1,1,1,20151113,20161231
7e7363fd-4c85-4595-8f4f-7ce0a0e762e0,1,1,1,1,1,1,1,20151113,20161231
1754748d-d1e4-4900-a0c1-5333dd99facc,1,1,1,1,1,1,1,20151113,20161231
05724c43-790a-4bd6-9fac-ff400fe9a270,1,1,1,1,1,1,1,20151113,20161231
8582e59a-7ff2-41e3-8b2c-d0e7585406c0,1,1,1,1,1,1,1,20151113,20161231
78722d2f-9bad-4348-8fa4-31d07c37c7c2,1,1,1,1,1,1,1,20151113,20161231
d604debf-865d-4794-84b9-499d1c34d19b,1,1,1,1,1,1,1,20151113,20161231
9f256db7-2888-46da-8a10-703de733d341,1,1,1,1,1,1,1,20151113,20161231
232fcd66-cec9-4268-ba8b-207e6a4d5b3d,1,1,1,1,1,1,1,20151113,20161231
2fd8e08a-2094-4884-9706-51ed363c75d4,1,1,1,1,1,1,1,20151113,20161231
84bc443c-ba4f-47fc-a530-4f4d229f8385,1,1,1,1,1,1,1,20151113,20161231
bd41ab59-c7d3-4d9b-8ee6-2fb69dfb4c04,1,1,1,1,1,1,1,20151113,20161231
e913abc3-cf5c-4ccd-94c5-a0d21770044f,1,1,1,1,1,1,1,20151113,20161231
ca342a5e-8dcb-4a6c-a22a-820540de6924,1,1,1,1,1,1,1,20151113,20161231
936f0ff7-ce57-44b5-b9b0-f07831bc4ff9,1,1,1,1,1,1,1,20151113,20161231
1b62670a-2810-4a16-96e2-6900cc5a34cf,1,1,1,1,1,1,1,20151113,20161231
e0b231db-dc68-4a2c-aceb-a5c04631f2d1,1,1,1,1,1,1,1,20151113,20161231
beb63e6a-9dcb-4055-8ed3-cc9eeb4dc193,1,1,1,1,1,1,1,20151113,20161231
a532e530-df57-4538-9115-c54afd1af159,1,1,1,1,1,1,1,20151113,20161231
00b3948e-ce68-414c-abc8-b7b759f95dec,1,1,1,1,1,1,1,20151113,20161231
06a2886d-4ec7-4e35-86d0-9ff6669ce234,1,1,1,1,1,1,1,20151113,20161231
971f9f40-1b25-4630-9cbd-86dd02a6e9e9,1,1,1,1,1,1,1,20151113,20161231
376794f9-c4ba-488a-b885-ce460e6d4fd1,1,1,1,1,1,1,1,20151113,20161231
7fb5b912-faa5-4c1c-9277-bd907239a137,1,1,1,1,1,1,1,20151113,20161231
62d76360-9d15-412b-8359-82775312a757,1,1,1,1,1,1,1,20151113,20161231
fc3cc316-b447-49c4-a25c-9f4b90f038ed,1,1,1,1,1,1,1,20151113,20161231
ebfdb5de-c72e-4c7a-abbc-35558d5ee145,1,1,1,1,1,1,1,20151113,20161231
311c224c-b8a1-40d6-b930-23241ebd65cf,1,1,1,1,1,1,1,20151113,20161231
b4ff7ae7-d161-4cbd-8f57-bdb0246ca7aa,1,1,1,1,1,1,1,20151113,20161231
ee2d040d-4e7d-484d-8c3e-1c1031092985,1,1,1,1,1,1,1,20151113,20161231
359d3a28-c020-4e0c-b4f3-5418dcf03956,1,1,1,1,1,1,1,20151113,20161231
d3bbbe26-1b97-403a-b7da-eb5fe55b887b,1,1,1,1,1,1,1,20151113,20161231
8b721841-fdd0-4b23-bdba-317d4a802dae,1,1,1,1,1,1,1,20151113,20161231
4b8dda7b-938d-4c9e-81db-9efd292332fb,1,1,1,1,1,1,1,20151113,20161231
6f9c9584-661a-4a9b-8319-e8f9536d7476,1,1,1,1,1,1,1,20151113,20161231
e0ab008a-cd74-45b9-b2c8-b626ff3147ac,1,1,1,1,1,1,1,20151113,20161231
74344d87-b38a-4361-8760-3352443b1149,1,1,1,1,1,1,1,20151113,20161231
72b822d8-7ba5-4ff4-9ed8-f8b59798f582,1,1,1,1,1,1,1,20151113,20161231
f489bc1c-fc21-4d18-b55c-12660d1d5dd5,1,1,1,1,1,1,1,20151113,20161231
f6ce26d0-dbd7-4617-9334-9123f577f563,1,1,1,1,1,1,1,20151113,20161231
d4d9ec1d-9c7e-4e31-a1e2-7d372680c0bd,1,1,1,1,1,1,1,20151113,20161231
671aa743-258c-4734-93f4-04d5aec8c777,1,1,1,1,1,1,1,20151113,20161231
dadc7f23-ab9b-46af-ba9a-b13fa3e67eab,1,1,1,1,1,1,1,20151113,20161231
75601eb3-5bd9-4cf2-b502-95342de1a4aa,1,1,1,1,1,1,1,20151113,20161231
9fc68b2e-ba08-4e8a-a8a6-eef1251d40fb,1,1,1,1,1,1,1,20151113,20161231
e245d71f-6a1e-440e-8adb-0267de2c52d2,1,1,1,1,1,1,1,20151113,20161231
ccd352df-2a74-4189-a85b-33f113d38843,1,1,1,1,1,1,1,20151113,20161231
e6346ff2-e44c-4f32-96a9-033725b242e0,1,1,1,1,1,1,1,20151113,20161231
7aa50b85-aa22-4620-81e9-118816114e0f,1,1,1,1,1,1,1,20151113,20161231
fff215af-21ab-4529-ae7e-b6abb7ee456e,1,1,1,1,1,1,1,20151113,20161231
343208b1-e1b9-4a54-b650-1ae650d8598c,1,1,1,1,1,1,1,20151113,20161231
93a917c0-f36b-469f-a6b5-62e86cef4be8,1,1,1,1,1,1,1,20151113,20161231
4395c744-8641-4300-ab60-fc748b276227,1,1,1,1,1,1,1,20151113,20161231
b9c8df17-1db1-4d77-9a46-7d2b89ec56ff,1,1,1,1,1,1,1,20151113,20161231
47316057-03bc-4e68-bd4c-059ec4fad9ef,1,1,1,1,1,1,1,20151113,20161231
3f145a39-0150-4cff-ae8e-2c9b8f338e9d,1,1,1,1,1,1,1,20151113,20161231
bd854209-f38e-4a3d-8d49-50ebb9fecd5f,1,1,1,1,1,1,1,20151113,20161231
a583806d-a682-46a3-a171-1fbf360cc346,1,1,1,1,1,1,1,20151113,20161231
f52e7d08-6ca9-44c3-b947-b6da0fa4e9fb,1,1,1,1,1,1,1,20151113,20161231
e85ac804-4a42-42b5-b6cb-0c7a103db350,1,1,1,1,1,1,1,20151113,20161231
17947dbc-d4b3-417f-b3f7-126137ac3965,1,1,1,1,1,1,1,20151113,20161231
ed04953e-35ed-464b-a8ab-f087a2521877,1,1,1,1,1,1,1,20151113,20161231
ed8007b0-a73b-445b-9df1-303464343d1b,1,1,1,1,1,1,1,20151113,20161231
babc1e5d-3126-4af2-a069-51ef6610ff1b,1,1,1,1,1,1,1,20151113,20161231
be9bb9cc-6ab1-447e-9d82-13140288e36a,1,1,1,1,1,1,1,20151113,20161231
791daffb-0f1b-471e-a152-3f3f37e6d477,1,1,1,1,1,1,1,20151113,20161231
0be40314-e605-4a33-b51a-6b1dade791f9,1,1,1,1,1,1,1,20151113,20161231
7dafc849-ef4d-46ef-bda5-244e81235c67,1,1,1,1,1,1,1,20151113,20161231
66d3ca88-409b-403e-9b87-0738e31d1d75,1,1,1,1,1,1,1,20151113,20161231
0a1c1709-fbfe-4998-b0d9-fbfa5828f041,1,1,1,1,1,1,1,20151113,20161231
55f2c4ca-c329-4646-b749-de33c90b1745,1,1,1,1,1,1,1,20151113,20161231
36d7027d-4dfd-4de3-9681-385a854effd4,1,1,1,1,1,1,1,20151113,20161231
36e80498-714e-4078-ad52-4be1bf0f1350,1,1,1,1,1,1,1,20151113,20161231
c2b79e73-293e-47b7-86ba-cf0c0b71f633,1,1,1,1,1,1,1,20151113,20161231
a3733c1a-e790-4825-808c-9d8b5069bd73,1,1,1,1,1,1,1,20151113,20161231
73944142-b536-4806-b72f-b2a80c576464,1,1,1,1,1,1,1,20151113,20161231
2be02ac7-e9e1-4ed2-b540-f2845ed0be6f,1,1,1,1,1,1,1,20151113,20161231
5b060b2f-fc3b-4947-8355-a635a5c13937,1,1,1,1,1,1,1,20151113,20161231
b6fb15cf-a509-4a81-8057-d71a00f88e42,1,1,1,1,1,1,1,20151113,20161231
35f12c93-e0c1-483b-9a3b-47a303a7ccc5,1,1,1,1,1,1,1,20151113,20161231
91eeacc0-2507-48a8-a656-bf3102b37edb,1,1,1,1,1,1,1,20151113,20161231
d8a5d7e4-7496-4f1a-9b84-d986dbc54f3c,1,1,1,1,1,1,1,20151113,20161231
d0c81538-2865-4d23-9af7-cf75e31e945b,1,1,1,1,1,1,1,20151113,20161231
fc4d5c51-cfdb-45cd-adc0-c4e015937c5a,1,1,1,1,1,1,1,20151113,20161231
a6772cd0-bd87-4515-8bda-beb1ffe39f2f,1,1,1,1,1,1,1,20151113,20161231
1ecffa8f-9bb8-45b6-9ba0-c222618987d5,1,1,1,1,1,1,1,20151113,20161231
a086fce8-800e-4ae5-a6ca-2b343991932b,1,1,1,1,1,1,1,20151113,20161231
