shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
0ec235b9-a292-4ecc-8c53-eeaf8f3bcd1b,52.3392600,4.8184300,4,7.8189285
0eff28e8-f245-4048-862a-c7423af5fb8b,52.2716800,5.0296900,1,0.0000000
0eff28e8-f245-4048-862a-c7423af5fb8b,52.2716800,5.0296900,2,0.0000000
0eff28e8-f245-4048-862a-c7423af5fb8b,52.2722200,5.0294400,3,62.4635085
0eff28e8-f245-4048-862a-c7423af5fb8b,52.2722200,5.0294400,4,62.4635085
0f53d8b7-599d-4e6b-8efd-b803fbca0e6e,52.3147500,5.5601500,1,0.0000000
0f53d8b7-599d-4e6b-8efd-b803fbca0e6e,52.3209400,5.5526000,2,859.9297284
0f53d8b7-599d-4e6b-8efd-b803fbca0e6e,52.3209400,5.5526000,3,859.9297284
0f6bd619-ee18-4898-94d8-f9c0ea6a9e98,51.2819800,3.8383400,1,0.0000000
0f6bd619-ee18-4898-94d8-f9c0ea6a9e98,51.2825000,3.8413900,2,220.5256358
0f6bd619-ee18-4898-94d8-f9c0ea6a9e98,51.2825000,3.8413900,3,220.5256358
0fdabe22-c7e8-43a0-b252-191079016bcb,52.8947600,6.5178800,1,0.0000000
0fdabe22-c7e8-43a0-b252-191079016bcb,52.8947600,6.5178800,2,0.0000000
0fdabe22-c7e8-43a0-b252-191079016bcb,52.8949200,6.5180500,3,21.1644215
0fdabe22-c7e8-43a0-b252-191079016bcb,52.8949200,6.5180500,4,21.1644215
1004521b-174e-49d9-bc06-8b298ff3b0e5,53.3501200,6.4395500,1,0.0000000
1004521b-174e-49d9-bc06-8b298ff3b0e5,53.3502400,6.4393800,2,17.5072721
1004521b-174e-49d9-bc06-8b298ff3b0e5,53.3502400,6.4393800,3,17.5079380
10124590-54ee-4181-97ba-43fb71a777a6,52.0958000,4.4845500,1,0.0000000
10124590-54ee-4181-97ba-43fb71a777a6,52.0960100,4.4844100,2,25.2595793
10124590-54ee-4181-97ba-43fb71a777a6,52.0960100,4.4844100,3,25.2595793
1131242a-b3bc-4344-836d-b567c4587d31,51.6954200,4.4412100,1,0.0000000
1131242a-b3bc-4344-836d-b567c4587d31,51.6954200,4.4412100,2,0.0000000
1131242a-b3bc-4344-836d-b567c4587d31,51.6954200,4.4412100,3,0.0000000
1131242a-b3bc-4344-836d-b567c4587d31,51.6960200,4.4447000,4,250.3717452
1131242a-b3bc-4344-836d-b567c4587d31,51.7152200,4.4365900,5,2458.9369271
1131242a-b3bc-4344-836d-b567c4587d31,51.7176700,4.4370600,6,2733.4572064
1131242a-b3bc-4344-836d-b567c4587d31,51.7213700,4.4363700,7,3147.8790418
1131242a-b3bc-4344-836d-b567c4587d31,51.7234700,4.4374500,8,3393.1587710
1131242a-b3bc-4344-836d-b567c4587d31,51.7254900,4.4374700,9,3617.9124868
1131242a-b3bc-4344-836d-b567c4587d31,51.7254900,4.4374700,10,3617.9124868
114e486b-bc38-4ad5-8687-b8776549952d,51.6403800,4.7442800,1,0.0000000
114e486b-bc38-4ad5-8687-b8776549952d,51.6408400,4.7454900,2,98.1622089
114e486b-bc38-4ad5-8687-b8776549952d,51.6415100,4.7464600,3,198.4910537
114e486b-bc38-4ad5-8687-b8776549952d,51.6425000,4.7463900,4,308.7455263
114e486b-bc38-4ad5-8687-b8776549952d,51.6425000,4.7463900,5,308.7455263
114e486b-bc38-4ad5-8687-b8776549952d,51.6425000,4.7463900,6,308.7455263
12485ff4-f35d-4136-a006-647a45ddf6c7,52.9496700,4.7775200,1,0.0000000
12485ff4-f35d-4136-a006-647a45ddf6c7,52.9496200,4.7796000,2,139.9185302
12485ff4-f35d-4136-a006-647a45ddf6c7,52.9496200,4.7796000,3,139.9185302
12a47641-bcba-4351-b511-10f18f1209ee,52.6022300,5.9501100,1,0.0000000
12a47641-bcba-4351-b511-10f18f1209ee,52.6022300,5.9501100,2,0.0000000
12a47641-bcba-4351-b511-10f18f1209ee,52.6018400,5.9508000,3,63.7884396
12a47641-bcba-4351-b511-10f18f1209ee,52.6018400,5.9508000,4,63.7884396
130bde54-7487-4230-b030-7e0576eac69f,51.9404800,4.8538800,1,0.0000000
130bde54-7487-4230-b030-7e0576eac69f,51.9427800,4.8541700,2,256.6882167
130bde54-7487-4230-b030-7e0576eac69f,51.9427800,4.8541700,3,256.6889044
13a90ffe-5446-41c7-a66b-ddcacb6f3fc5,52.3693300,6.8348300,1,0.0000000
13a90ffe-5446-41c7-a66b-ddcacb6f3fc5,52.3693300,6.8348300,2,0.0000000
13a90ffe-5446-41c7-a66b-ddcacb6f3fc5,52.3695500,6.8347000,3,26.0324691
13a90ffe-5446-41c7-a66b-ddcacb6f3fc5,52.3695500,6.8347000,4,26.0324691
140f23ac-2abc-4a01-94ab-39e344b04379,52.1992600,4.5538700,1,0.0000000
140f23ac-2abc-4a01-94ab-39e344b04379,52.2007700,4.5541800,2,169.3510154
140f23ac-2abc-4a01-94ab-39e344b04379,52.2014000,4.5529700,3,277.7852049
140f23ac-2abc-4a01-94ab-39e344b04379,52.2116200,4.5573700,4,1454.0852048
140f23ac-2abc-4a01-94ab-39e344b04379,52.2116200,4.5573700,5,1454.0852048
140f23ac-2abc-4a01-94ab-39e344b04379,52.2116200,4.5573700,6,1454.0852048
1419e0bd-b478-4c18-b792-90a3190b65ce,52.5143700,6.2946800,1,0.0000000
1419e0bd-b478-4c18-b792-90a3190b65ce,52.5145600,6.2938300,2,61.4560822
1419e0bd-b478-4c18-b792-90a3190b65ce,52.5145600,6.2938300,3,61.4560822
141a2771-b3e5-4486-8709-7a32ba98bc4e,51.7198000,4.9827900,1,0.0000000
141a2771-b3e5-4486-8709-7a32ba98bc4e,51.7198000,4.9827900,2,0.0000000
141a2771-b3e5-4486-8709-7a32ba98bc4e,51.7175000,4.9811100,3,281.0081507
141a2771-b3e5-4486-8709-7a32ba98bc4e,51.7175000,4.9811100,4,281.0081507
14810203-ebf6-4ae9-9d06-cf40ecca1d34,52.8946100,5.6894800,1,0.0000000
14810203-ebf6-4ae9-9d06-cf40ecca1d34,52.8941700,5.6893100,2,50.2838353
14810203-ebf6-4ae9-9d06-cf40ecca1d34,52.8941700,5.6893100,3,50.2838353
14a90a26-2645-4356-ac7b-3243bf3017a8,52.6993900,5.2903300,1,0.0000000
14a90a26-2645-4356-ac7b-3243bf3017a8,52.6607500,5.5992100,2,21328.2228346
14a90a26-2645-4356-ac7b-3243bf3017a8,52.6607500,5.5992100,3,21328.2228346
153dfc09-da23-4f08-9e64-aa6f676c0374,52.1840100,4.5203700,1,0.0000000
153dfc09-da23-4f08-9e64-aa6f676c0374,52.1840100,4.5203700,2,0.0000000
153dfc09-da23-4f08-9e64-aa6f676c0374,52.1835600,4.5170100,3,235.2035810
153dfc09-da23-4f08-9e64-aa6f676c0374,52.1835600,4.5170100,4,235.2035810
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3313900,6.9316700,1,0.0000000
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3265700,6.9371800,2,650.0193345
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3138500,7.0013800,3,5156.4015542
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3173400,7.0089300,4,5792.0543607
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3306700,7.1720100,5,16759.4502732
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3397400,7.1854400,6,18108.2802017
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3332300,7.1781900,7,18979.0066598
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3188100,7.2784600,8,25850.0813820
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3188100,7.2784600,9,25850.0813820
155d8208-3f9d-41fe-b3a8-b81a120982b2,53.3188100,7.2784600,10,25850.0820484
15a8d603-5843-4c2e-86f4-9e83faeba2e1,52.9616700,5.7425000,1,0.0000000
15a8d603-5843-4c2e-86f4-9e83faeba2e1,52.9619700,5.7432200,2,58.7829127
15a8d603-5843-4c2e-86f4-9e83faeba2e1,52.9619700,5.7432200,3,58.7829127
15d5b58b-a62b-45b5-a55c-45be5ce82fc0,51.7972400,5.6611500,1,0.0000000
15d5b58b-a62b-45b5-a55c-45be5ce82fc0,51.7972400,5.6611500,2,0.0000000
15d5b58b-a62b-45b5-a55c-45be5ce82fc0,51.7959900,5.6589700,3,204.8460683
15d5b58b-a62b-45b5-a55c-45be5ce82fc0,51.7959900,5.6589700,4,204.8467582
1656eb21-e2bc-4141-a1b5-82b688dae02c,51.7048100,4.6213100,1,0.0000000
1656eb21-e2bc-4141-a1b5-82b688dae02c,51.7062400,4.6186800,2,241.5938317
