shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
1656eb21-e2bc-4141-a1b5-82b688dae02c,51.7107600,4.5898800,3,2294.8814240
1656eb21-e2bc-4141-a1b5-82b688dae02c,51.7127400,4.5872700,4,2579.6183080
1656eb21-e2bc-4141-a1b5-82b688dae02c,51.7127400,4.5872700,5,2579.6183080
1656eb21-e2bc-4141-a1b5-82b688dae02c,51.7127400,4.5872700,6,2579.6183080
16e20303-3195-48e6-a7fc-ee755f286476,51.9715300,5.8251500,1,0.0000000
16e20303-3195-48e6-a7fc-ee755f286476,51.9728400,5.8253700,2,146.5415076
16e20303-3195-48e6-a7fc-ee755f286476,51.9741400,5.8241000,3,315.4770940
16e20303-3195-48e6-a7fc-ee755f286476,51.9741400,5.8241000,4,315.4770940
16e20303-3195-48e6-a7fc-ee755f286476,51.9741400,5.8241000,5,315.4770940
17942bc1-d0d9-4c6d-97a7-b075187e9e12,52.1951100,4.5313700,1,0.0000000
17942bc1-d0d9-4c6d-97a7-b075187e9e12,52.1895400,4.5215600,2,913.3199304
17942bc1-d0d9-4c6d-97a7-b075187e9e12,52.1895400,4.5215600,3,913.3206142
17a05fac-c687-4323-b61f-e1472a1f1b07,51.5207100,4.0060600,1,0.0000000
17a05fac-c687-4323-b61f-e1472a1f1b07,51.5207100,4.0060600,2,0.0000000
17a05fac-c687-4323-b61f-e1472a1f1b07,51.5207100,4.0060600,3,0.0000000
17a05fac-c687-4323-b61f-e1472a1f1b07,51.5275400,4.0735200,4,4743.2486541
17a05fac-c687-4323-b61f-e1472a1f1b07,51.4961300,4.0589300,5,8381.6897403
17a05fac-c687-4323-b61f-e1472a1f1b07,51.4975800,4.0542100,6,8747.0200916
17a05fac-c687-4323-b61f-e1472a1f1b07,51.4975800,4.0542100,7,8747.0200916
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1597800,5.3842100,1,0.0000000
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1705600,5.3640700,2,1826.9892624
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1779300,5.3424500,3,3518.1680884
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1831900,5.3352400,4,4283.5295258
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1821400,5.3304300,5,4632.6541253
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1827700,5.3252800,6,4991.8136898
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1878300,5.3239100,7,5562.5878464
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1903500,5.3201300,8,5943.9694604
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1928800,5.3125800,9,6532.0332476
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.1977200,5.3108600,10,7083.2778740
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2027700,5.3139500,11,7683.6003111
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2086600,5.3070800,12,8489.8919629
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2122300,5.3101700,13,8939.7940118
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2185500,5.3060500,14,9697.3130117
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2231700,5.3136100,15,10426.1453047
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2292700,5.3074300,16,11225.5436798
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2343200,5.3132600,17,11914.3228710
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2421000,5.3115500,18,12787.8638867
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2517700,5.3146400,19,13884.3662900
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2526100,5.3218500,20,14385.5404641
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2553400,5.3290600,21,14964.0711618
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2624800,5.3225300,22,15875.1199163
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2736200,5.3311200,23,17246.4067513
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.2916800,5.3345500,24,19269.5790106
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.3105800,5.2967800,25,22595.4410591
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.3170300,5.2486800,26,25953.3041723
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.3170300,5.2486800,27,25953.3041723
17cb7412-6bb1-4394-91b1-ea1162a4edc0,52.3170300,5.2486800,28,25953.3048542
17e7523a-203d-4754-b45d-8d3ef5408815,52.3209400,5.5526000,1,0.0000000
17e7523a-203d-4754-b45d-8d3ef5408815,52.3209400,5.5526000,2,0.0000000
17e7523a-203d-4754-b45d-8d3ef5408815,52.3147500,5.5601500,3,859.9301367
17e7523a-203d-4754-b45d-8d3ef5408815,52.3147500,5.5601500,4,859.9301367
18f91e17-44df-4aa1-b29a-244fb1c70c2e,51.8953000,6.0917400,1,0.0000000
18f91e17-44df-4aa1-b29a-244fb1c70c2e,51.8953000,6.0917400,2,0.0000000
18f91e17-44df-4aa1-b29a-244fb1c70c2e,51.8958300,6.0919400,3,60.5564385
18f91e17-44df-4aa1-b29a-244fb1c70c2e,51.8958300,6.0919400,4,60.5564385
1a3b2fdb-b5a5-4a17-85e3-8a875b53f069,53.0183200,5.9205800,1,0.0000000
1a3b2fdb-b5a5-4a17-85e3-8a875b53f069,53.0186800,5.9204100,2,41.6558676
1a3b2fdb-b5a5-4a17-85e3-8a875b53f069,53.0186800,5.9204100,3,41.6558676
1bb647f0-1d4b-4abb-8be4-884a810c5c1a,52.2189600,4.5600100,1,0.0000000
1bb647f0-1d4b-4abb-8be4-884a810c5c1a,52.2189600,4.5600100,2,0.0000000
1bb647f0-1d4b-4abb-8be4-884a810c5c1a,52.2185700,4.5598800,3,44.2960310
1bb647f0-1d4b-4abb-8be4-884a810c5c1a,52.2185700,4.5598800,4,44.2960310
1c68a2bb-1b5d-43ba-ab75-0d7fa06087af,52.2079500,4.6479900,1,0.0000000
1c68a2bb-1b5d-43ba-ab75-0d7fa06087af,52.2080600,4.6488900,2,62.7297161
1c68a2bb-1b5d-43ba-ab75-0d7fa06087af,52.2080600,4.6488900,3,62.7303997
1cde4c79-56a8-47e5-b35b-b34742c8d1e8,52.5327300,6.0153800,1,0.0000000
1cde4c79-56a8-47e5-b35b-b34742c8d1e8,52.5313900,6.0152800,2,149.2661063
1cde4c79-56a8-47e5-b35b-b34742c8d1e8,52.5313900,6.0152800,3,149.2661063
1d39335b-8236-495a-b5d2-5f730eddc711,51.4728600,6.1768900,1,0.0000000
1d39335b-8236-495a-b5d2-5f730eddc711,51.4731800,6.1784800,2,116.0706039
1d39335b-8236-495a-b5d2-5f730eddc711,51.4723000,6.1794900,3,236.5299209
1d39335b-8236-495a-b5d2-5f730eddc711,51.4723000,6.1794900,4,236.5299209
1d39335b-8236-495a-b5d2-5f730eddc711,51.4723000,6.1794900,5,236.5299209
1e3c905f-c414-448c-8afd-3986aa858221,52.8830500,4.7737400,1,0.0000000
1e3c905f-c414-448c-8afd-3986aa858221,52.8827800,4.7744400,2,55.8872980
1e3c905f-c414-448c-8afd-3986aa858221,52.8827800,4.7744400,3,55.8872980
1ef0a06e-c9eb-46e7-af2a-c167391a83bc,52.3456300,4.7807400,1,0.0000000
1ef0a06e-c9eb-46e7-af2a-c167391a83bc,52.3459200,4.7811400,2,42.2422678
1ef0a06e-c9eb-46e7-af2a-c167391a83bc,52.3459200,4.7811400,3,42.2429492
1f28079e-5c60-4daf-9e08-35d8cdd7ecdc,51.1227800,5.8175000,1,0.0000000
1f28079e-5c60-4daf-9e08-35d8cdd7ecdc,51.1237100,5.8168400,2,113.3123586
1f28079e-5c60-4daf-9e08-35d8cdd7ecdc,51.1237100,5.8168400,3,113.3123586
201e2bf7-5c80-41d1-9d25-29e889b14534,52.0054100,6.0617900,1,0.0000000
201e2bf7-5c80-41d1-9d25-29e889b14534,52.0069700,6.0565600,2,398.8829171
201e2bf7-5c80-41d1-9d25-29e889b14534,52.0069700,6.0565600,3,398.8836038
203d48fe-6d04-4397-8779-e0728654f416,51.5330400,3.5070400,1,0.0000000
203d48fe-6d04-4397-8779-e0728654f416,51.5330400,3.5070400,2,0.0000000
203d48fe-6d04-4397-8779-e0728654f416,51.5329600,3.5068700,3,14.7775563
203d48fe-6d04-4397-8779-e0728654f416,51.5329600,3.5068700,4,14.7775563
20683d84-6f7e-465a-ade0-3ba6058955e4,52.2970800,4.9007900,1,0.0000000
20683d84-6f7e-465a-ade0-3ba6058955e4,52.2970800,4.9007900,2,0.0000000
20683d84-6f7e-465a-ade0-3ba6058955e4,52.2972300,4.9013400,3,41.0671417
20683d84-6f7e-465a-ade0-3ba6058955e4,52.2972300,4.9013400,4,41.0671417
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8869400,4.6194400,1,0.0000000
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8885200,4.6216000,2,230.2640963
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8883900,4.6281600,3,682.1423559
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8907400,4.6277300,4,945.2862662
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8895600,4.6208900,5,1434.1531893
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8869400,4.6194400,6,1742.2881356
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8869400,4.6194400,7,1742.2881356
2261cc53-0766-48f8-83e3-4ba2d045a832,51.8869400,4.6194400,8,1742.2881356
23db14cb-e94b-49cd-92a8-4bbdd1fa84eb,53.1486000,5.9047200,1,0.0000000
23db14cb-e94b-49cd-92a8-4bbdd1fa84eb,53.1461800,5.9065700,2,296.4027550
23db14cb-e94b-49cd-92a8-4bbdd1fa84eb,53.1442000,5.9096800,3,599.4851022
23db14cb-e94b-49cd-92a8-4bbdd1fa84eb,53.1442000,5.9096800,4,599.4851022
23db14cb-e94b-49cd-92a8-4bbdd1fa84eb,53.1442000,5.9096800,5,599.4851022
2413d4b9-0a01-4bd7-8415-5af39b0e02ea,51.8204100,5.6324800,1,0.0000000
2413d4b9-0a01-4bd7-8415-5af39b0e02ea,51.8189600,5.6325700,2,161.4520298
2413d4b9-0a01-4bd7-8415-5af39b0e02ea,51.8189600,5.6325700,3,161.4520298
241c47a5-fa9e-483d-bf49-b231f2729c41,51.9022200,5.1242400,1,0.0000000
241c47a5-fa9e-483d-bf49-b231f2729c41,51.9023300,5.1240400,2,18.4197426
241c47a5-fa9e-483d-bf49-b231f2729c41,51.9023300,5.1240400,3,18.4197426
245224ce-d0e1-428c-bc5b-31c56a52b9af,51.8268300,5.3867800,1,0.0000000
245224ce-d0e1-428c-bc5b-31c56a52b9af,51.8268300,5.3867800,2,0.0000000
245224ce-d0e1-428c-bc5b-31c56a52b9af,51.8252800,5.3797200,3,516.3930195
245224ce-d0e1-428c-bc5b-31c56a52b9af,51.8252800,5.3797200,4,516.3930195
245224ce-d0e1-428c-bc5b-31c56a52b9af,51.8252800,5.3797200,5,516.3937090
2563771f-86b7-4c73-a8f5-8804dfc361d3,53.1305000,5.9429600,1,0.0000000
2563771f-86b7-4c73-a8f5-8804dfc361d3,53.1298700,5.9440800,2,102.6444214
2563771f-86b7-4c73-a8f5-8804dfc361d3,53.1298700,5.9440800,3,102.6444214
2671f80d-fa8b-4157-94a7-8d2cfba03d0a,51.9714600,5.1476400,1,0.0000000
2671f80d-fa8b-4157-94a7-8d2cfba03d0a,51.9715800,5.1484400,2,56.5760762
2671f80d-fa8b-4157-94a7-8d2cfba03d0a,51.9715800,5.1484400,3,56.5760762
26b63313-5327-4554-b8d8-342560953e52,51.8301700,4.3957900,1,0.0000000
26b63313-5327-4554-b8d8-342560953e52,51.8301700,4.3957900,2,0.0000000
26b63313-5327-4554-b8d8-342560953e52,51.8301700,4.3957900,3,0.0000000
26b63313-5327-4554-b8d8-342560953e52,51.8309100,4.3946200,4,115.2587161
26b63313-5327-4554-b8d8-342560953e52,51.8315100,4.3995900,5,464.3141164
26b63313-5327-4554-b8d8-342560953e52,51.8296800,4.4117200,6,1324.9520257
26b63313-5327-4554-b8d8-342560953e52,51.8283700,4.4115100,7,1471.4252149
26b63313-5327-4554-b8d8-342560953e52,51.8293900,4.4120200,8,1590.2360216
26b63313-5327-4554-b8d8-342560953e52,51.8293100,4.4194100,9,2099.7719069
26b63313-5327-4554-b8d8-342560953e52,51.8304200,4.4230300,10,2378.2160370
26b63313-5327-4554-b8d8-342560953e52,51.8351400,4.4306700,11,3121.9656478
26b63313-5327-4554-b8d8-342560953e52,51.8415600,4.4237100,12,3982.4181029
26b63313-5327-4554-b8d8-342560953e52,51.8428800,4.4232800,13,4132.2471253
26b63313-5327-4554-b8d8-342560953e52,51.8428800,4.4232800,14,4132.2471253
26c02c36-45e8-4b4f-9359-ea9d4e9610b2,52.0146400,4.5561100,1,0.0000000
26c02c36-45e8-4b4f-9359-ea9d4e9610b2,52.0145600,4.5579300,2,125.2706644
26c02c36-45e8-4b4f-9359-ea9d4e9610b2,52.0145600,4.5579300,3,125.2713509
26f5ff3a-f014-40c0-b2ad-ab65a3bbd948,53.1457500,6.6885100,1,0.0000000
26f5ff3a-f014-40c0-b2ad-ab65a3bbd948,53.1457500,6.6885100,2,0.0000000
26f5ff3a-f014-40c0-b2ad-ab65a3bbd948,53.1455600,6.6877800,3,53.2254551
26f5ff3a-f014-40c0-b2ad-ab65a3bbd948,53.1455600,6.6877800,4,53.2254551
27817646-09b9-4a29-a3d7-841d7725009e,51.8169100,5.0088200,1,0.0000000
27817646-09b9-4a29-a3d7-841d7725009e,51.8170100,5.0111000,2,157.6169152
27817646-09b9-4a29-a3d7-841d7725009e,51.8170100,5.0111000,3,157.6169152
28a7622a-2728-46c5-8300-4714a25e949f,51.8172700,4.3381700,1,0.0000000
28a7622a-2728-46c5-8300-4714a25e949f,51.8162800,4.3386100,2,114.2538605
28a7622a-2728-46c5-8300-4714a25e949f,51.8162800,4.3386100,3,114.2538605
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9048300,5.5983600,1,0.0000000
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9048300,5.5983600,2,0.0000000
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9048300,5.5983600,3,0.0000000
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9304300,5.6322100,4,3646.9880045
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9358100,5.6303100,5,4259.1805597
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9388100,5.6301500,6,4593.2090963
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9420200,5.6298100,7,4951.1649917
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9448100,5.6309200,8,5270.4916013
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9491000,5.6270500,9,5814.1794249
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9491000,5.6248200,10,5964.0714524
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9511200,5.6225900,11,6234.2565367
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9508100,5.6188200,12,6489.9881672
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9549500,5.6171900,13,6963.5555825
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9549500,5.6144400,14,7148.3750720
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9567000,5.6133300,15,7356.9231227
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9663900,5.6083300,16,8486.4093505
293f44c8-02a5-44ea-a22b-f1b80f734640,52.9663900,5.6083300,17,8486.4093505
2981e828-ed6b-471f-8f8a-78598919a970,52.1632500,4.8605100,1,0.0000000
2981e828-ed6b-471f-8f8a-78598919a970,52.1632400,4.8606600,2,10.3250044
2981e828-ed6b-471f-8f8a-78598919a970,52.1632400,4.8606600,3,10.3250044
29f13552-b48d-429a-962b-b431b004a8a9,52.6993900,5.2903300,1,0.0000000
29f13552-b48d-429a-962b-b431b004a8a9,52.6986800,5.2933100,2,216.3966964
29f13552-b48d-429a-962b-b431b004a8a9,52.7008600,5.2985400,3,645.1791193
29f13552-b48d-429a-962b-b431b004a8a9,52.7045300,5.3056700,4,1276.9114784
29f13552-b48d-429a-962b-b431b004a8a9,52.7079300,5.3002600,5,1803.0946850
29f13552-b48d-429a-962b-b431b004a8a9,52.7079300,5.3002600,6,1803.0946850
29f13552-b48d-429a-962b-b431b004a8a9,52.7079300,5.3002600,7,1803.0953609
2c4063ae-4620-4cc0-94c7-93f20ddc6f5c,51.9146600,4.2493600,1,0.0000000
2c4063ae-4620-4cc0-94c7-93f20ddc6f5c,51.9146600,4.2493600,2,0.0000000
2c4063ae-4620-4cc0-94c7-93f20ddc6f5c,51.9114200,4.2432100,3,555.9215071
2c4063ae-4620-4cc0-94c7-93f20ddc6f5c,51.9114200,4.2432100,4,555.9215071
2d50deb8-7433-4685-9c59-0427cbf61755,52.2992500,4.5556200,1,0.0000000
2d50deb8-7433-4685-9c59-0427cbf61755,52.2994000,4.5553200,2,26.4089573
2d50deb8-7433-4685-9c59-0427cbf61755,52.2994000,4.5553200,3,26.4089573
2d917457-3327-42d8-8133-b39d6af77082,52.2399100,4.5473100,1,0.0000000
2d917457-3327-42d8-8133-b39d6af77082,52.2398800,4.5474000,2,6.9957342
2d917457-3327-42d8-8133-b39d6af77082,52.2398800,4.5474000,3,6.9957342
2e2baa5f-581f-4c0e-b940-c5e73b3adf27,51.4864900,6.1659500,1,0.0000000
2e2baa5f-581f-4c0e-b940-c5e73b3adf27,51.4864900,6.1659500,2,0.0000000
2e2baa5f-581f-4c0e-b940-c5e73b3adf27,51.4867300,6.1680100,3,145.5594631
2e2baa5f-581f-4c0e-b940-c5e73b3adf27,51.4867300,6.1680100,4,145.5594631
2f2f472e-c92e-4c08-a296-7c5be3cbddfb,52.4687700,4.5730600,1,0.0000000
2f2f472e-c92e-4c08-a296-7c5be3cbddfb,52.4687700,4.5730600,2,0.0000000
2f2f472e-c92e-4c08-a296-7c5be3cbddfb,52.4633800,4.5834500,3,926.4742082
2f2f472e-c92e-4c08-a296-7c5be3cbddfb,52.4633800,4.5834500,4,926.4742082
304a7511-6ccc-4054-8143-e5c984108018,51.4483300,4.0111100,1,0.0000000
304a7511-6ccc-4054-8143-e5c984108018,51.3993300,4.0171200,2,5467.5667729
304a7511-6ccc-4054-8143-e5c984108018,51.3993300,4.0171200,3,5467.5667729
30655f84-00a0-4cea-9df8-f881555dcc11,51.6422000,3.9103200,1,0.0000000
30655f84-00a0-4cea-9df8-f881555dcc11,51.6422000,3.9103200,2,0.0000000
30655f84-00a0-4cea-9df8-f881555dcc11,51.6026800,3.8503100,3,6050.2511337
30655f84-00a0-4cea-9df8-f881555dcc11,51.6748700,3.7548200,4,16452.7922726
30655f84-00a0-4cea-9df8-f881555dcc11,51.6748700,3.7548200,5,16452.7922726
3094cbc6-20c0-47a0-91bd-a23c142ee0d8,51.8252800,5.3797200,1,0.0000000
3094cbc6-20c0-47a0-91bd-a23c142ee0d8,51.8268300,5.3867800,2,516.3936694
3094cbc6-20c0-47a0-91bd-a23c142ee0d8,51.8268300,5.3867800,3,516.3936694
30db1347-31da-4623-a6dc-48c71d8ba819,52.3090800,4.5631900,1,0.0000000
30db1347-31da-4623-a6dc-48c71d8ba819,52.3089400,4.5636400,2,34.4190657
30db1347-31da-4623-a6dc-48c71d8ba819,52.3089400,4.5636400,3,34.4190657
31c86130-6cfc-4b28-a3c5-5f3792201406,51.8068100,4.7625900,1,0.0000000
31c86130-6cfc-4b28-a3c5-5f3792201406,51.8068100,4.7625900,2,0.0000000
31c86130-6cfc-4b28-a3c5-5f3792201406,51.8069400,4.7633300,3,53.0500816
31c86130-6cfc-4b28-a3c5-5f3792201406,51.8069400,4.7633300,4,53.0500816
32142e88-8b57-4eae-a66f-2fbcfa329942,53.1063100,4.8599700,1,0.0000000
32142e88-8b57-4eae-a66f-2fbcfa329942,53.1061400,4.8602700,2,27.5971953
32142e88-8b57-4eae-a66f-2fbcfa329942,53.1061400,4.8602700,3,27.5971953
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7570300,3.8604100,1,0.0000000
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7629500,3.8627200,2,677.7108550
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7973500,3.9352800,3,6980.5640695
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7667800,3.8963700,4,11314.0785283
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7313700,3.9119400,5,15397.9889960
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7618900,3.8850400,6,19268.7262589
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7632700,3.8629000,7,20804.9805846
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7570300,3.8604100,8,21520.2296236
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7570300,3.8604100,9,21520.2296236
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7570300,3.8604100,10,21520.2296236
327ab9e3-0dea-41c1-8ce6-f1becb2b8b56,51.7570300,3.8604100,11,21520.2303141
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9663900,5.6083300,1,0.0000000
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9567000,5.6133300,2,1129.4862277
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9549500,5.6144400,3,1338.0342785
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9549500,5.6171900,4,1522.8537679
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9508100,5.6188200,5,1996.4211832
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9511200,5.6225900,6,2252.1528138
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9491000,5.6248200,7,2522.3378981
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9491000,5.6270500,8,2672.2299255
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9448100,5.6309200,9,3215.9177492
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9420200,5.6298100,10,3535.2443587
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9388100,5.6301500,11,3893.2002542
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9358100,5.6303100,12,4227.2287908
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9304300,5.6322100,13,4839.4213460
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9048300,5.5983600,14,8486.4093505
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9048300,5.5983600,15,8486.4093505
32acf5b2-d85c-498e-80c7-c972eb335f7f,52.9048300,5.5983600,16,8486.4100233
33e8eb53-e46a-4ca0-b923-e58286f94d96,52.9782100,5.7080400,1,0.0000000
33e8eb53-e46a-4ca0-b923-e58286f94d96,52.9782100,5.7080400,2,0.0000000
33e8eb53-e46a-4ca0-b923-e58286f94d96,52.9776900,5.7069900,3,91.2319046
33e8eb53-e46a-4ca0-b923-e58286f94d96,52.9776900,5.7069900,4,91.2319046
348ebc83-66a8-4a65-9c6d-4af74da3eaf4,53.1061400,4.8602700,1,0.0000000
348ebc83-66a8-4a65-9c6d-4af74da3eaf4,53.1061400,4.8602700,2,0.0000000
348ebc83-66a8-4a65-9c6d-4af74da3eaf4,53.1063100,4.8599700,3,27.5971953
348ebc83-66a8-4a65-9c6d-4af74da3eaf4,53.1063100,4.8599700,4,27.5971953
36357e74-4dcf-44cc-b406-cb4602cd8150,52.7748200,5.1065600,1,0.0000000
36357e74-4dcf-44cc-b406-cb4602cd8150,52.7599800,5.2919800,2,12623.8619579
36357e74-4dcf-44cc-b406-cb4602cd8150,52.7084300,5.3167000,3,18598.4954049
36357e74-4dcf-44cc-b406-cb4602cd8150,52.6989600,5.2939500,4,20462.7395532
36357e74-4dcf-44cc-b406-cb4602cd8150,52.6993900,5.2903300,5,20712.0964012
36357e74-4dcf-44cc-b406-cb4602cd8150,52.6993900,5.2903300,6,20712.0964012
36357e74-4dcf-44cc-b406-cb4602cd8150,52.6993900,5.2903300,7,20712.0964012
36b68ce9-6d1c-4b3c-a280-d62153f04ba6,52.1808300,4.4347200,1,0.0000000
36b68ce9-6d1c-4b3c-a280-d62153f04ba6,52.1808300,4.4347200,2,0.0000000
36b68ce9-6d1c-4b3c-a280-d62153f04ba6,52.1809900,4.4350900,3,30.9429913
36b68ce9-6d1c-4b3c-a280-d62153f04ba6,52.1809900,4.4350900,4,30.9429913
3726b9b7-d4eb-4fd2-990f-a36ec597c60b,51.9533600,4.3173400,1,0.0000000
3726b9b7-d4eb-4fd2-990f-a36ec597c60b,51.9532500,4.3168400,2,36.4880146
3726b9b7-d4eb-4fd2-990f-a36ec597c60b,51.9532500,4.3168400,3,36.4880146
3760eb0e-4eb6-4133-b8a8-e205f117c47d,51.9093600,6.0370200,1,0.0000000
3760eb0e-4eb6-4133-b8a8-e205f117c47d,51.9093600,6.0370200,2,0.0000000
3760eb0e-4eb6-4133-b8a8-e205f117c47d,51.9095300,6.0372600,3,25.1109570
3760eb0e-4eb6-4133-b8a8-e205f117c47d,51.9095300,6.0372600,4,25.1109570
37d370a9-7887-45f9-85c0-9f2b46a7f876,51.3723700,6.1673000,1,0.0000000
37d370a9-7887-45f9-85c0-9f2b46a7f876,51.4734200,6.1789200,2,11271.4722726
37d370a9-7887-45f9-85c0-9f2b46a7f876,51.4734200,6.1789200,3,11271.4729674
382ac342-1b43-4a81-9da8-93d2d33de7b0,52.6290700,4.7562800,1,0.0000000
382ac342-1b43-4a81-9da8-93d2d33de7b0,52.6294400,4.7558300,2,51.2216600
382ac342-1b43-4a81-9da8-93d2d33de7b0,52.6294400,4.7558300,3,51.2216600
387996aa-e2c6-4a90-8a1f-b2d3eab17f06,51.9852800,4.6730600,1,0.0000000
387996aa-e2c6-4a90-8a1f-b2d3eab17f06,51.9858800,4.6719800,2,99.8092584
387996aa-e2c6-4a90-8a1f-b2d3eab17f06,51.9858800,4.6719800,3,99.8099454
38ad183f-1593-4bdf-b998-bf15671930ed,53.1575500,7.0696600,1,0.0000000
38ad183f-1593-4bdf-b998-bf15671930ed,53.1569400,7.0707300,2,98.6495046
38ad183f-1593-4bdf-b998-bf15671930ed,53.1569400,7.0707300,3,98.6501736
38b96e70-86fa-48ba-aa8d-e3a2a374b069,53.4040900,6.2103900,1,0.0000000
38b96e70-86fa-48ba-aa8d-e3a2a374b069,53.4045900,6.2089100,2,113.0730060
38b96e70-86fa-48ba-aa8d-e3a2a374b069,53.4004800,6.2076600,3,577.9848202
38b96e70-86fa-48ba-aa8d-e3a2a374b069,53.3953600,6.2124700,4,1231.4903228
38b96e70-86fa-48ba-aa8d-e3a2a374b069,53.3953600,6.2124700,5,1231.4903228
38b96e70-86fa-48ba-aa8d-e3a2a374b069,53.3953600,6.2124700,6,1231.4903228
3972ca18-9b48-4857-93ec-6a8fe9d2a5b2,53.0998400,5.8845900,1,0.0000000
3972ca18-9b48-4857-93ec-6a8fe9d2a5b2,53.0997900,5.8840300,2,37.9198983
3972ca18-9b48-4857-93ec-6a8fe9d2a5b2,53.0997900,5.8840300,3,37.9205681
3b43ce6d-3b2e-4028-93a0-5cb2dff3aaa4,52.2994000,4.5553200,1,0.0000000
3b43ce6d-3b2e-4028-93a0-5cb2dff3aaa4,52.2994000,4.5553200,2,0.0000000
3b43ce6d-3b2e-4028-93a0-5cb2dff3aaa4,52.2992500,4.5556200,3,26.4089573
3b43ce6d-3b2e-4028-93a0-5cb2dff3aaa4,52.2992500,4.5556200,4,26.4089573
3bfc7d12-db02-4069-ad16-7320a4409619,51.8109500,5.4099700,1,0.0000000
